time,inserted_at,value,
1478982807.0,1478982806.0,0
1478982813.0,1478982812.0,0
1478982820.0,1478982819.0,0
1478982826.0,1478982825.0,0
1478982832.0,1478982831.0,0
1478982839.0,1478982838.0,0
1478982846.0,1478982845.0,0
1478982852.0,1478982851.0,0
1478982859.0,1478982858.0,0
1478982865.0,1478982864.0,0
1478982871.0,1478982870.0,0
1478982878.0,1478982877.0,0
1478982884.0,1478982883.0,0
1478982891.0,1478982890.0,0
1478982897.0,1478982896.0,0
1478982904.0,1478982903.0,0
1478982910.0,1478982909.0,0
1478982916.0,1478982915.0,0
1478982922.0,1478982921.0,0
