time,inserted_at,value,
1478982811.0,1478982810.0,34.7110704204
1478982818.0,1478982817.0,34.7110704204
1478982826.0,1478982825.0,34.7110704204
1478982833.0,1478982832.0,34.8331425956
1478982841.0,1478982840.0,34.8331425956
1478982848.0,1478982847.0,34.9552147707
1478982856.0,1478982855.0,35.0772869459
1478982863.0,1478982862.0,35.1993591211
1478982871.0,1478982870.0,35.1993591211
1478982878.0,1478982877.0,35.0772869459
1478982886.0,1478982885.0,35.0772869459
1478982894.0,1478982893.0,35.0772869459
1478982901.0,1478982900.0,35.0772869459
1478982909.0,1478982908.0,35.0772869459
1478982916.0,1478982915.0,35.0772869459
1478982924.0,1478982923.0,35.0772869459
