time,inserted_at,value,
1478982811.0,1478982810.0,0
1478982818.0,1478982817.0,0
1478982826.0,1478982825.0,0
1478982833.0,1478982832.0,0
1478982841.0,1478982840.0,0.08
1478982848.0,1478982847.0,0
1478982856.0,1478982855.0,0.08
1478982863.0,1478982862.0,0
1478982871.0,1478982870.0,0
1478982878.0,1478982878.0,0
1478982886.0,1478982885.0,0
1478982894.0,1478982893.0,0
1478982901.0,1478982901.0,0
1478982909.0,1478982908.0,0
1478982916.0,1478982915.0,0
1478982924.0,1478982923.0,0.08
