time,inserted_at,value,
1478982807.0,1478982806.0,4124.16
1478982814.0,1478982813.0,4126.72
1478982822.0,1478982821.0,4129.28
1478982829.0,1478982828.0,4124.16
1478982837.0,1478982836.0,4124.16
1478982845.0,1478982844.0,4134.4
1478982852.0,1478982851.0,4129.28
1478982860.0,1478982859.0,4124.16
1478982867.0,1478982866.0,4129.28
1478982875.0,1478982874.0,4126.72
1478982888.0,1478982887.0,4124.16
1478982895.0,1478982894.0,4136.96
1478982903.0,1478982902.0,4121.6
1478982910.0,1478982909.0,4131.84
1478982918.0,1478982917.0,4136.96
