time,inserted_at,value,
1479026230.0,1479026229.0,31.0031280995
1479026243.0,1479026241.0,31.0183871214
1479026250.0,1479026249.0,30.8963149462
1479026258.0,1479026257.0,30.7589837491
1479026271.0,1479026270.0,30.636911574
1479026279.0,1479026277.0,30.6521705959
1479026286.0,1479026285.0,30.636911574
1479026294.0,1479026293.0,30.8810559243
1479026301.0,1479026300.0,31.1252002747
1479026309.0,1479026308.0,31.0031280995
1479026316.0,1479026315.0,30.8963149462
1479026324.0,1479026323.0,30.774242771
1479026332.0,1479026331.0,30.5148393988
1479026339.0,1479026338.0,30.5148393988
