time,inserted_at,value,
1479026231.0,1479026229.0,3023.36
1479026239.0,1479026238.0,3008
1479026247.0,1479026246.0,3002.88
1479026258.0,1479026257.0,2992.64
1479026266.0,1479026265.0,2997.76
1479026273.0,1479026272.0,2995.2
1479026281.0,1479026280.0,2987.52
1479026289.0,1479026287.0,2997.76
1479026296.0,1479026295.0,2992.64
1479026304.0,1479026302.0,3002.88
1479026311.0,1479026310.0,3002.88
1479026319.0,1479026317.0,2995.2
1479026326.0,1479026325.0,3002.88
1479026334.0,1479026332.0,3002.88
1479026341.0,1479026340.0,3000.32
